도시,장소명(한국어),장소명(영문),분류,위도,경도,UNESCO,한국관광100선,권장체류(분),운영시간,설명
포천,국립수목원 광릉숲,Gwangneung Forest,힐링·생태,37.75976,127.16888,Y,,110,09:00–18:00 · 예약제 · 유료,조선 왕릉림에서 이어진 유네스코 생물권보전지역.
이천,예스파크 도자예술마을,Yespark Ceramic Village,테마파크·액티비티,37.29345,127.38475,,,90,10:00–18:00 · 월 휴관 · 무료,도예 공방 200여 곳이 모인 마을.
이천,설봉공원,Seolbong Park,힐링·생태,37.27661,127.42663,,,60,상시 개방 · 무료,호수와 도자 조형물을 둔 공원.
이천,이천 테르메덴,Termeden Spa,힐링·생태,37.19541,127.4462,,,150,09:00–19:00 · 유료,독일식 노천 온천 스파.
이천,이천 온천,Icheon Hot Spring,힐링·생태,37.28008,127.45268,,,110,06:00–20:00 · 유료,수도권에서 가까운 알칼리 온천.
남양주,다산유적지,Dasan Historic Site,역사·문화,37.51654,127.30091,,,60,09:00–18:00 · 월 휴관 · 무료,"정약용의 생가와 묘, 기념관."
남양주,수종사,Sujongsa Temple,힐링·생태,37.57103,127.30275,,,80,05:00–19:00 · 무료,두물머리가 내려다보이는 산사. 차 한 잔을 내준다.
남양주,피아노폭포,Piano Waterfall,테마파크·액티비티,37.6302,127.34749,,,40,상시 개방 · 무료,댐 방류구를 피아노 모양으로 꾸민 인공폭포.
양양,낙산사,Naksansa Temple,역사·문화,38.12462,128.62805,,,90,05:00–18:00 · 유료,동해를 마주한 관음성지. 해수관음상이 서 있다.
양양,하조대,Hajodae,해양·자연,38.02109,128.73568,,,50,상시 개방 · 무료,바위 절벽 위 정자와 등대.
양양,죽도해변,Jukdo Beach,해양·자연,37.97503,128.75973,,,70,상시 개방 · 서핑 강습 유료,서핑 문화로 붐비는 해변.
양양,서피비치,Surfyy Beach,테마파크·액티비티,38.02892,128.71753,,,90,09:00–일몰 · 일부 유료,서핑 전용으로 연 해변 라운지.
삼척,죽서루,Jukseoru,역사·문화,37.4409,129.16047,,,40,09:00–18:00 · 무료,오십천 절벽 위 관동팔경의 누각.
삼척,대금굴·환선굴,Daegeumgul & Hwanseongul,힐링·생태,37.31919,129.01833,,,120,08:30–17:00 · 유료 · 대금굴 예약,국내 최대 석회동굴 지대. 모노레일로 든다.
삼척,장호항,Jangho Port,해양·자연,37.2885,129.31753,,,80,상시 · 투명카약 유료,물이 맑아 한국의 나폴리로 불리는 항구.
삼척,삼척해수욕장,Samcheok Beach,해양·자연,37.46833,129.16917,,,70,상시 개방 · 해수욕 7–8월,솔숲을 낀 넓은 백사장.
인제,원대리 자작나무숲,Wondae-ri Birch Forest,힐링·생태,38.00959,128.19449,,Y,120,09:00–17:00 · 무료 · 동절기 통제,흰 자작나무 69만 그루가 선 숲.
인제,백담사,Baekdamsa Temple,역사·문화,38.16515,128.37409,,,90,08:00–17:00 · 셔틀 유료,설악산 내설악의 절. 계곡 버스로 오른다.
인제,내린천 래프팅,Naerincheon Rafting,테마파크·액티비티,38.0281,128.23416,,,150,5–10월 · 유료,급류로 이름난 래프팅 구간.
인제,인제 스피디움,Inje Speedium,테마파크·액티비티,38.00202,128.29181,,,120,행사별 상이 · 유료,산악 서킷과 호텔을 갖춘 모터스포츠 단지.
태백,태백산 국립공원,Taebaeksan National Park,힐링·생태,37.0989,128.91632,,,180,상시 개방 · 주차 유료,천제단이 선 민족의 영산. 겨울 눈꽃이 유명하다.
태백,검룡소,Geomnyongso Spring,힐링·생태,37.2277,128.92464,,,70,09:00–17:00 · 무료,한강이 시작되는 샘.
태백,구문소,Gumunso,힐링·생태,37.09298,129.04223,,,50,상시 개방 · 무료,물이 바위를 뚫어 만든 석문과 고생대 지층.
태백,통리탄탄파크,Tongni Coal Park,테마파크·액티비티,37.16149,129.04297,,,70,09:00–18:00 · 유료,폐광 시설을 고친 탄광 체험 공원.
청주,상당산성,Sangdangsanseong,역사·문화,36.662,127.54103,,,80,상시 개방 · 무료,도심을 두른 조선 산성. 성곽길이 돈다.
청주,청남대,Cheongnamdae,힐링·생태,36.46181,127.48919,,Y,120,09:00–18:00 · 월 휴관 · 유료,옛 대통령 별장. 대청호를 낀 정원이 넓다.
청주,수암골,Suam-gol,테마파크·액티비티,36.64726,127.49429,,,50,상시 개방 · 무료,드라마 촬영지로 알려진 벽화 골목.
청주,고인쇄박물관,Early Printing Museum,역사·문화,36.64404,127.47148,,,70,09:00–18:00 · 월 휴관 · 무료,직지를 찍은 흥덕사 터의 박물관.
제천,청풍호반케이블카,Cheongpung Lake Cable Car,테마파크·액티비티,37.00133,128.16661,,Y,70,09:00–18:00 · 유료,비봉산 정상으로 오르는 케이블카.
제천,의림지,Uirimji Reservoir,힐링·생태,37.17325,128.21049,,,60,상시 개방 · 무료,삼한시대에 쌓았다는 저수지.
제천,옥순봉 출렁다리,Oksunbong Suspension Bridge,테마파크·액티비티,36.94363,128.23316,,,60,09:00–18:00 · 유료,충주호 위를 건너는 222m 다리.
제천,배론성지,Baeron Holy Ground,역사·문화,37.16034,128.08391,,,60,09:00–18:00 · 무료,초기 천주교 신자들이 숨어 살던 골짜기.
단양,도담삼봉,Dodamsambong,힐링·생태,37.00004,128.34397,,Y,50,상시 개방 · 무료,남한강 물 위에 솟은 세 봉우리.
단양,만천하스카이워크,Mancheonha Skywalk,테마파크·액티비티,36.98046,128.33953,,Y,80,09:00–18:00 · 유료,강을 내려다보는 유리 전망대와 짚와이어.
단양,고수동굴,Gosu Cave,힐링·생태,36.98849,128.38159,,,60,09:00–18:00 · 유료,종유석이 빽빽한 석회동굴.
단양,단양 구경시장,Danyang Gugyeong Market,로컬·먹거리,36.98251,128.36992,,,50,09:00–20:00 · 점포별 상이,마늘 요리로 알려진 강변 시장.
보령,대천해수욕장,Daecheon Beach,해양·자연,36.3056,126.51605,,Y,80,상시 개방 · 머드축제 7월,서해 대표 해변. 머드축제가 열린다.
보령,무창포해수욕장,Muchangpo Beach,해양·자연,36.24452,126.53656,,,70,상시 개방 · 무료,바닷길이 갈라지는 신비의 해변.
보령,개화예술공원,Gaehwa Art Park,테마파크·액티비티,36.31227,126.65752,,,70,09:00–18:00 · 유료,조각과 시비를 둔 야외 예술공원.
보령,충청수영성,Chungcheong Naval Fortress,역사·문화,36.43942,126.52279,,,50,상시 개방 · 무료,서해를 지키던 조선 수군 진영.
아산,외암민속마을,Oeam Folk Village,역사·문화,36.73002,127.01647,,,80,09:00–18:00 · 유료,돌담이 이어진 조선 씨족 마을.
아산,현충사,Hyeonchungsa Shrine,역사·문화,36.81129,127.03232,,Y,80,09:00–18:00 · 화 휴관 · 무료,이순신을 모신 사당과 고택.
아산,온양온천,Onyang Hot Spring,힐링·생태,36.78042,127.00371,,,110,06:00–20:00 · 유료,조선 왕들이 찾던 600년 온천.
아산,신정호수공원,Sinjeong Lake Park,힐링·생태,36.76149,126.96888,,,60,상시 개방 · 무료,둘레길과 카페가 늘어선 호수.
담양,죽녹원,Juknokwon Bamboo Forest,힐링·생태,35.32663,126.98539,,Y,80,09:00–18:00 · 유료,대숲 사이로 산책로가 난 정원.
담양,메타세쿼이아 랜드,Metasequoia Road,힐링·생태,35.32369,127.00414,,,60,09:00–19:00 · 유료,2km에 걸친 메타세쿼이아 가로수길.
담양,소쇄원,Soswaewon Garden,역사·문화,35.18421,127.01221,,,60,09:00–18:00 · 유료,조선 선비가 지은 별서 정원.
담양,관방제림,Gwanbangjerim,힐링·생태,35.32346,126.99078,,Y,50,상시 개방 · 무료,제방을 따라 늘어선 300년 노거수 숲.
무주,덕유산 국립공원,Deogyusan National Park,힐링·생태,35.86056,127.74639,,,180,상시 개방 · 곤돌라 유료,향적봉 설경으로 알려진 국립공원.
무주,무주구천동 33경,Gucheondong Valley,힐링·생태,35.89976,127.77555,,,120,상시 개방 · 무료,33경이 이어지는 계곡길.
무주,태권도원,Taekwondowon,테마파크·액티비티,36.00962,127.77653,,Y,100,09:00–18:00 · 월 휴관 · 유료,태권도 수련과 전시를 위한 국제 단지.
무주,반디랜드,Bandi Land,테마파크·액티비티,36.01282,127.75867,,Y,70,09:00–18:00 · 유료,반딧불이를 주제로 한 곤충 박물관.
부안,채석강,Chaeseokgang Cliffs,해양·자연,35.62482,126.46605,,,70,물때 확인 · 무료,책을 쌓은 듯한 해식 절벽.
부안,내소사,Naesosa Temple,역사·문화,35.72642,126.73716,,,80,08:00–18:00 · 유료,전나무 숲길로 드는 변산의 절.
부안,변산해수욕장,Byeonsan Beach,해양·자연,35.68133,126.53159,,,60,상시 개방 · 해수욕 7–8월,완만한 서해 백사장.
부안,곰소염전,Gomso Salt Farm,테마파크·액티비티,35.59541,126.61718,,,50,상시 · 무료,천일염과 젓갈로 알려진 염전.
완도,청산도,Cheongsando,해양·자연,34.18263,126.88659,,,240,여객선 시간 확인 · 유료,슬로시티로 지정된 섬. 구들장논이 남아 있다.
완도,완도타워,Wando Tower,힐링·생태,34.31075,126.76661,,,60,09:00–22:00 · 유료,다도해가 보이는 전망탑.
완도,명사십리해수욕장,Myeongsasimni Beach,해양·자연,34.32739,126.80901,,,70,상시 개방 · 해수욕 7–8월,4km에 이르는 신지도 백사장.
완도,완도수목원,Wando Arboretum,힐링·생태,34.36028,126.66418,,,90,09:00–18:00 · 유료,국내 최대 난대림 수목원.
밀양,영남루,Yeongnamnu,역사·문화,35.49152,128.75507,,,50,상시 개방 · 무료,밀양강 절벽 위의 조선 누각. 국보다.
밀양,밀양 얼음골,Miryang Ice Valley,힐링·생태,35.57288,128.98453,,,70,상시 개방 · 무료,한여름에 얼음이 어는 골짜기.
밀양,표충사,Pyochungsa Temple,역사·문화,35.53259,128.96058,,,80,08:00–18:00 · 유료,사명대사를 기리는 재약산 자락의 절.
밀양,호박소,Hobakso,힐링·생태,35.5878,128.99645,,,50,상시 개방 · 무료,화강암이 패어 만든 푸른 소.
청송,주왕산 국립공원,Juwangsan National Park,힐링·생태,36.40241,129.18787,,Y,150,상시 개방 · 주차 유료,기암 협곡과 폭포가 이어지는 국립공원.
청송,주산지,Jusanji Pond,힐링·생태,36.36265,129.18949,,,60,일출–일몰 · 무료,물에 잠긴 왕버들로 알려진 저수지.
청송,청송 얼음골,Cheongsong Ice Valley,테마파크·액티비티,36.31623,129.22373,,,60,상시 · 빙벽 겨울,여름에 찬바람이 나고 겨울에 빙벽이 서는 골.
청송,송소고택,Songso Historic House,역사·문화,36.43622,129.02661,,,50,09:00–18:00 · 유료,만석꾼이 지은 99칸 고택.
영덕,강구항,Ganggu Port,로컬·먹거리,36.366,129.394,,,70,상시 · 점포별 상이,대게로 알려진 항구. 게 거리가 이어진다.
영덕,영덕 블루로드,Yeongdeok Blue Road,해양·자연,36.26861,129.37417,,,120,상시 개방 · 무료,해안 절벽을 따라 난 64km 도보길.
영덕,삼사해상공원,Samsa Maritime Park,힐링·생태,36.34869,129.38558,,,60,상시 개방 · 무료,동해를 내려다보는 언덕 공원. 대종이 있다.
영덕,장사해수욕장,Jangsa Beach,해양·자연,36.28204,129.37596,,,60,상시 개방 · 해수욕 7–8월,상륙작전 전승기념관이 선 해변.
구미,금오산 도립공원,Geumosan Provincial Park,힐링·생태,36.08849,128.3053,,,150,상시 개방 · 케이블카 유료,대혜폭포와 약사암이 있는 산.
구미,채미정,Chaemijeong,역사·문화,36.11249,128.31315,,,40,상시 개방 · 무료,길재를 기려 세운 정자.
구미,새마을운동테마공원,Saemaul Movement Park,역사·문화,36.09256,128.3496,,,70,09:00–18:00 · 월 휴관 · 무료,1970년대 새마을운동을 다룬 전시공원.
구미,낙동강체육공원,Nakdonggang Sports Park,힐링·생태,36.13606,128.36871,,,50,상시 개방 · 무료,강변 둔치의 체육·산책 공원.
세종,세종호수공원,Sejong Lake Park,힐링·생태,36.49923,127.27037,,,70,상시 개방 · 무료,국내 최대 인공호수 공원. 수상무대섬이 있다.
세종,국립세종수목원,Sejong National Arboretum,힐링·생태,36.49784,127.28549,,Y,100,09:00–18:00 · 월 휴관 · 유료,사계절 온실을 갖춘 도심형 국립수목원.
세종,베어트리파크,Bear Tree Park,테마파크·액티비티,36.67218,127.20859,,,90,09:00–18:00 · 유료,반달곰과 정원을 함께 둔 수목원.
세종,고복자연공원,Gobok Nature Park,힐링·생태,36.60036,127.22781,,,60,상시 개방 · 무료,저수지를 두른 산책 공원.
서울,서울숲,Seoul Forest,힐링·생태,37.54439,127.03744,,Y,80,상시 개방 · 무료,옛 경마장 자리에 만든 숲 공원. 사슴방사장이 있다.
서울,청와대,Cheong Wa Dae,역사·문화,37.58661,126.97481,,Y,90,09:00–18:00 · 화 휴관 · 예약제,2022년 개방된 옛 대통령 관저.
서울,북서울꿈의숲,Dream Forest,힐링·생태,37.62143,127.04062,,,70,상시 개방 · 전망대 10:00–18:00,전망대와 미술관을 둔 강북 최대 공원.
서울,서울대공원,Seoul Grand Park,테마파크·액티비티,37.53848,127.08229,,Y,180,09:00–18:00 · 유료,"동물원과 식물원, 둘레길을 갖춘 공원."
서울,서울랜드,Seoul Land,테마파크·액티비티,37.53034,127.11388,,Y,180,10:00–18:00 · 유료,대공원 옆 놀이공원.
서울,잠실야구장,Jamsil Baseball Stadium,테마파크·액티비티,37.51207,127.07183,,,180,경기일 상이 · 유료,두산·LG의 홈구장.
서울,고척스카이돔,Gocheok Sky Dome,테마파크·액티비티,37.49806,126.86706,,,180,경기일 상이 · 유료,국내 유일의 돔 야구장.
서울,길상사,Gilsangsa Temple,역사·문화,37.59885,126.99435,,,60,04:00–20:00 · 무료,요정 자리를 절로 고친 성북동의 도량.
서울,아차산,Achasan,힐링·생태,37.57151,127.10376,,,110,상시 개방 · 무료,한강과 강동을 내려다보는 능선. 고구려 보루가 남았다.
서울,세빛섬,Some Sevit,테마파크·액티비티,37.51168,126.99472,,,60,10:00–22:00 · 시설별 상이,반포한강공원의 인공섬 문화시설.
서울,더현대 서울,The Hyundai Seoul,로컬·먹거리,37.52605,126.9283,,,120,10:30–20:00,실내 정원을 둔 여의도 백화점.
서울,국립항공박물관,National Aviation Museum,테마파크·액티비티,37.55676,126.80847,,,80,10:00–18:00 · 월 휴관 · 유료,김포공항 옆 항공 역사 박물관.
서울,문래동 창작촌,Mullae Art Village,테마파크·액티비티,37.51664,126.8915,,,60,상시 · 상점별 상이,철공소 골목에 들어선 작업실과 카페.
서울,응봉산 팔각정,Eungbongsan Pavilion,힐링·생태,37.5478,127.02989,,,50,상시 개방 · 무료,개나리와 한강 야경으로 알려진 전망 정자.
인천,석모도 미네랄온천,Seongmodo Mineral Spa,힐링·생태,37.6856,126.31196,,,110,08:00–21:00 · 유료,바다를 보며 몸을 담그는 노천 온천.
인천,교동도 대룡시장,Daeryong Market,역사·문화,37.78212,126.27948,,,60,09:00–18:00 · 점포별 상이,실향민이 세운 1960년대 골목시장.
인천,송도 트리플스트리트,Triple Street Songdo,로컬·먹거리,37.37865,126.66275,,,90,10:30–22:00,거리형 복합 쇼핑몰.
수원,창룡문,Changnyongmun Gate,역사·문화,37.2878,127.02515,,,40,상시 개방 · 무료,화성의 동쪽 성문. 활쏘기 체험장이 붙어 있다.
수원,수원 남문시장,Nammun Market,로컬·먹거리,37.27717,127.0186,,,60,09:00–21:00 · 점포별 상이,팔달문을 둘러싼 아홉 개 시장 거리.
수원,수원 KT위즈파크,KT Wiz Park,테마파크·액티비티,37.29976,127.00967,,,180,경기일 상이 · 유료,KT 위즈의 홈 야구장.
수원,광교산,Gwanggyosan,힐링·생태,37.32804,127.01508,,,150,상시 개방 · 무료,수원 북쪽의 산. 형제봉 능선을 걷는다.
고양,서오릉,Seooreung Royal Tombs,역사·문화,37.62348,126.90074,Y,,80,09:00–18:00 · 월 휴관 · 유료,조선 왕릉 다섯 기. 유네스코 세계유산이다.
고양,원마운트,One Mount,테마파크·액티비티,37.66446,126.75448,,,150,10:00–19:00 · 유료,워터파크와 스노우파크를 갖춘 복합시설.
용인,캐리비안베이,Caribbean Bay,테마파크·액티비티,37.29773,127.20037,,Y,240,10:00–18:00 · 유료,에버랜드에 붙은 대형 워터파크.
용인,와우정사,Wawoo Temple,역사·문화,37.19358,127.27847,,,60,05:00–20:00 · 무료,거대한 와불과 불두가 있는 절.
파주,감악산 출렁다리,Gamaksan Suspension Bridge,테마파크·액티비티,37.93779,126.94708,,,80,상시 개방 · 무료,산 계곡을 건너는 150m 흔들다리.
